Curso,Código.2,Código.1,Disciplina/Pré-Requisito,Crédito,Caráter
ECP99,Etp.08,ECO02254,ECONOMIA A,4,AD
ECP99,Etp.08,INF01046,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,4,EL
ECP99,Etp.08,ENG10005,LABORATÓRIO DE CONTROLE,2,EL
ECP99,Etp.08,INF01002,PROTOCOLOS DE COMUNICAÇÃO,4,EL
ECP99,Etp.08,ENG10026,ROBÓTICA A,4,EL
ECP99,Etp.08,INF01018,SISTEMAS OPERACIONAIS DISTRIBUÍDOS E DE REDES,4,EL
ECP99,Etp.08,INF01050,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO I,4,EL
ECP99,Etp.08,ENG04041,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO III,2,EL
ECP99,Etp.08,INF05024,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO V,2,EL
ECP99,Etp.09,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,AD
ECP99,Etp.09,INF01205,CAD PARA SISTEMAS DIGITAIS,4,EL
ECP99,Etp.09,INF01005,COMUNICAÇÃO DE DADOS,4,EL
ECP99,Etp.09,ENG10051,DINÂMICA E CONTROLE DE ROBÔS,4,EL
ECP99,Etp.09,ENG04457,INSTRUMENTAÇÃO A,4,EL
ECP99,Etp.09,ENG10052,LABORATÓRIO DE ROBÓTICA,2,EL
ECP99,Etp.09,ENG04476,MICROPROCESSADORES II,5,EL
ECP99,Etp.09,INF01034,ROBÓTICA II,4,EL
ECP99,Etp.09,INF01045,SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO,4,EL
ECP99,Etp.09,ENG10019,SISTEMAS DE CONTROLE DIGITAIS,4,EL
ECP99,Etp.09,ENG10018,SISTEMAS DE CONTROLE II,4,EL
ECP99,Etp.09,HUM04020,SOCIEDADE DA INFORMAÇÃO,4,AD
ECP99,Etp.09,ENG04034,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO II,4,EL
ECP99,Etp.09,INF01053,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO IV,2,EL
ECP99,Etp.09,INF05025,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO VI,2,EL
ECP99,Etp.10,ENG04063,DISPOSITIVOS SEMICONDUTORES,4,EL
ECP99,Etp.10,INF01032,EMPREENDIMENTO EM INFORMÁTICA,4,EL
ECP99,Etp.10,INF01213,FOTOGRAFIA COMPUTACIONAL,4,AD
ECP99,Etp.10,INF01145,FUNDAMENTOS DE BANCO DE DADOS,4,EL
ECP99,Etp.10,INF01015,GERÊNCIA E APLICAÇÕES EM REDES,4,EL
ECP99,Etp.10,EDU03071,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS),2,EL
ECP99,Etp.10,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,EL
ECP99,Etp.10,ENG04477,PROCESSAMENTO DIGITAL DE SINAIS,4,EL
ECP99,Etp.10,ENG04008,SISTEMAS DE TEMPO-REAL,4,EL
ECP99,Etp.10,INF01059,SISTEMAS EMBARCADOS,4,EL
ECP99,Etp.10,ENG04057,TESTE DE SISTEMAS ELETRÔNICOS,4,EL
ECP99,Etp.10,INF05026,TÓPICOS ESPECIAIS EM ENGENHARIA DE COMPUTAÇÃO VII,4,AD
