Departament,semester,code,name,cred,class,vacancies,day,start,length,prof,campus,building,room
CCA,2022 - I,QUI01009,QUIMICA FUNDAMENTAL A,4,A,2,Qua,18:30,2,VLADIMIR GONZALO LAVAYEN JIMENEZ,vale,Vale,undef
CCA,2022 - I,QUI01009,QUIMICA FUNDAMENTAL A,4,D,4,Seg,10:30,2,ANDERSON JOEL SCHWANKE,vale,Vale,undef
CCA,2022 - I,QUI01009,QUIMICA FUNDAMENTAL A,4,D,4,Qua,10:30,2,VLADIMIR GONZALO LAVAYEN JIMENEZ,vale,Vale,undef
CCA,2022 - I,QUI01009,QUIMICA FUNDAMENTAL A,4,E,3,Ter,13:30,2,MARCO FLORES FERRAO,vale,Vale,undef
CCA,2022 - I,QUI01009,QUIMICA FUNDAMENTAL A,4,E,3,Qui,13:30,2,MARCO FLORES FERRAO,vale,Vale,undef
CCA,2022 - I,ENG03380,ROBÓTICA,4,C,3,Ter,8:30,2,FLAVIO JOSE LORINI,centro,Mecânica,303
CCA,2022 - I,ENG03380,ROBÓTICA,4,C,3,Qui,10:30,2,FLAVIO JOSE LORINI,centro,Prédio Branco,056
CCA,2022 - I,ENG03380,ROBÓTICA,4,D,10,Ter,10:30,2,FLAVIO JOSE LORINI,centro,Mecânica,303
CCA,2022 - I,ENG03380,ROBÓTICA,4,D,10,Qui,10:30,2,FLAVIO JOSE LORINI,centro,Prédio Branco,056
CCA,2022 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,25,Seg,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
CCA,2022 - I,ENG10018,SISTEMAS DE CONTROLE II,4,U3,25,Qua,8:30,2,ALEXANDRE SANFELICE BAZANELLA,centro,Eletro,303
CCA,2022 - I,ENG10042,SISTEMAS DIGITAIS - A,4,U,35,Ter,8:30,2,MARCELO GOTZ,centro,Eng. nova,undef
CCA,2022 - I,ENG10042,SISTEMAS DIGITAIS - A,4,U,35,Qui,8:30,2,MARCELO GOTZ,centro,Eng. nova,undef
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,A3,15,Ter,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,033
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,A3,15,Qui,8:30,2,LUCIOLA CAMPESTRINI,centro,Prédio Branco,033
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,A3,15,Sex,10:30,2,LUCIOLA CAMPESTRINI,undef,undef,undef
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,D3,3,Seg,16:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,055
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,D3,3,Qua,15:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,055
CCA,2022 - I,ENG10017,SISTEMAS E SINAIS,6,D3,3,Sex,13:30,2,AURÉLIO TERGOLINA SALTON,centro,Prédio Branco,051
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,A,7,Seg,10:30,2,FABIANO DISCONZI WILDNER,centro,Prédio Branco,051
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,A,7,Sex,8:30,2,FABIANO DISCONZI WILDNER,centro,Mecânica,LSHP
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,B,7,Seg,10:30,2,FABIANO DISCONZI WILDNER,centro,Prédio Branco,051
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,B,7,Sex,10:30,2,FABIANO DISCONZI WILDNER,centro,Mecânica,LSHP
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,C,7,Seg,10:30,2,FABIANO DISCONZI WILDNER,centro,Prédio Branco,051
CCA,2022 - I,ENG03027,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,4,C,7,Sex,13:30,2,FABIANO DISCONZI WILDNER,centro,Mecânica,LSHP
CCA,2022 - I,ENG07041,TERMODINÂMICA A,4,A,33,Ter,18:30,2,PEDRO RAFAEL BOLOGNESE FERNANDES,undef,undef,undef
CCA,2022 - I,ENG07041,TERMODINÂMICA A,4,A,33,Qui,18:30,2,PEDRO RAFAEL BOLOGNESE FERNANDES,undef,undef,undef
CCA,2022 - I,CCA99005,TÓPICOS ESPECIAIS EM ENGENHARIA DE CONTROLE E AUTOMAÇÃO I,2,U,10,Sex,8:30,2,WALTER FETTER LAGES,undef,undef,undef
CCA,2022 - I,ENG03374,VIBRAÇÕES I,4,A,2,Qua,10:30,2,LETICIA FLECK FADEL MIGUEL,centro,Prédio Branco,055
CCA,2022 - I,ENG03374,VIBRAÇÕES I,4,A,2,Sex,10:30,2,LETICIA FLECK FADEL MIGUEL,centro,Prédio Branco,055
CCA,2022 - I,ENG03374,VIBRAÇÕES I,4,B,5,Qua,10:30,2,Daniel Milbrath de Leon,centro,Prédio Branco,056
CCA,2022 - I,ENG03374,VIBRAÇÕES I,4,B,5,Sex,10:30,2,Daniel Milbrath de Leon,centro,Prédio Branco,056
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,A,14,Ter,18:30,2,CARLA SIMONE RUPPENTHAL,centro,Eng. nova,undef
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,A,14,Qui,18:30,2,CARLA SIMONE RUPPENTHAL,centro,Eng. nova,undef
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,B,12,Seg,18:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,B,12,Qua,18:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,C,2,Ter,20:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
ELE,2019 - I,ADM01134,ADMINISTRAÇÃO E FINANÇAS,4,C,2,Qui,20:30,2,GILBERTO TAVARES DOS SANTOS,centro,Eng. nova,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A1,4,Ter,8:30,2,LILIANE BASSO BARICHELLO,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A1,4,Qui,8:30,2,LILIANE BASSO BARICHELLO,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A3,1,Ter,9:30,2,JOANA MOHR,centro,Prédio Branco,031
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,A3,1,Qui,9:30,2,JOANA MOHR,centro,Prédio Branco,031
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B1,12,Ter,10:30,2,LEANDRO FARINA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B1,12,Qui,10:30,2,LEANDRO FARINA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B2,1,Ter,10:30,2,ALVERI ALVES SANT ANA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,B2,1,Qui,10:30,2,ALVERI ALVES SANT ANA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,D1,5,Ter,15:30,2,LEANDRO FARINA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,D1,5,Qui,15:30,2,LEANDRO FARINA,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,E2,1,Ter,18:30,2,PEDRO WALMSLEY FREJLICH,centro,icbs,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,E2,1,Qui,18:30,2,PEDRO WALMSLEY FREJLICH,centro,icbs,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z4,7,Ter,15:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z4,7,Qui,15:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z5,16,Ter,18:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z5,16,Qui,18:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z6,4,Ter,18:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,MAT01355,ÁLGEBRA LINEAR I - A,4,Z6,4,Qui,18:30,2,DIEGO MARCON FARIAS,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,A,1,Ter,13:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,A,1,Qui,13:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,A,1,Sex,13:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,B,1,Ter,13:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,B,1,Qui,13:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,B,1,Sex,15:30,2,Santiago Valdes Ravelo,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,C,1,Seg,10:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,C,1,Seg,13:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,C,1,Qua,10:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,D,1,Seg,10:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,D,1,Qua,10:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,D,1,Qua,13:30,2,MARA ABEL,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,E,0,Seg,13:30,2,MARCELO WALTER,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,E,0,Qua,13:30,2,MARCELO WALTER,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,E,0,Sex,13:30,2,MARCELO WALTER,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,G,0,Seg,8:30,2,CARLO SULZBACH SARTORI,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,G,0,Qua,8:30,2,CARLO SULZBACH SARTORI,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,G,0,Sex,8:30,2,CARLO SULZBACH SARTORI,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,19,Seg,13:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,19,Qua,13:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,I,19,Sex,13:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,16,Seg,13:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,16,Qua,13:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,INF01202,ALGORÍTMOS E PROGRAMAÇÃO - CIC,6,J,16,Sex,15:30,2,LUCAS MELLO SCHNORR,vale,Vale,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,12,Seg,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,12,Qua,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,A,12,Sex,8:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,12,Seg,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,12,Qua,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,B,12,Sex,13:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,12,Seg,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,12,Qua,7:30,2,ROBERTO PETRY HOMRICH,centro,Eng. nova,undef
ELE,2019 - I,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,12,Sex,15:30,2,ROBERTO PETRY HOMRICH,centro,Eletro,110
ELE,2019 - I,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,Ter,8:30,2,GLADIS BORDIN,centro,Eletro,303
ELE,2019 - I,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,Qui,8:30,2,GLADIS BORDIN,centro,Eletro,303
ELE,2019 - I,ENG04436,ANTENAS E PROPAGAÇÃO,4,U,20,Ter,17:30,2,ALVARO AUGUSTO ALMEIDA DE SALLES,undef,undef,undef
ELE,2019 - I,ENG04436,ANTENAS E PROPAGAÇÃO,4,U,20,Qui,17:30,2,ALVARO AUGUSTO ALMEIDA DE SALLES,undef,undef,undef
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,12,Seg,7:30,3,FAUSTO BASTOS LIBANO,centro,Eletro,304
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,12,Qua,17:30,1,FAUSTO BASTOS LIBANO,centro,Eletro,110
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,12,Seg,7:30,3,FAUSTO BASTOS LIBANO,centro,Eletro,304
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,12,Qua,18:30,1,FAUSTO BASTOS LIBANO,centro,Eletro,110
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,12,Seg,7:30,3,FAUSTO BASTOS LIBANO,centro,Eletro,304
ELE,2019 - I,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,12,Qua,16:30,1,FAUSTO BASTOS LIBANO,centro,Eletro,110
ELE,2019 - I,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,U,72,Ter,16:30,1,ALBERTO BASTOS DO CANTO FILHO,centro,Eletro,306
ELE,2019 - I,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,U,72,Sáb,8:30,3,ALBERTO BASTOS DO CANTO FILHO,centro,Eletro,306
ELE,2019 - I,IPH02009,APROVEITAMENTOS HIDROELÉTRICOS,4,U,2,Ter,8:30,4,EDER DANIEL TEIXEIRA,undef,undef,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,3,Seg,8:30,2,EVANDRO MANICA,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,3,Qua,8:30,2,EVANDRO MANICA,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,A2,3,Sex,8:30,2,EVANDRO MANICA,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B3,0,Seg,10:30,2,LUISA RODRIGUEZ DOERING,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B3,0,Qua,10:30,2,LUISA RODRIGUEZ DOERING,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B3,0,Sex,10:30,2,LUISA RODRIGUEZ DOERING,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Seg,18:30,2,DEANCARLO BORDIN DEGREGORI,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Qua,18:30,2,DEANCARLO BORDIN DEGREGORI,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Sex,18:30,2,DEANCARLO BORDIN DEGREGORI,vale,Vale,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,3,Seg,13:30,2,FLAVIA MALTA BRANCO,undef,undef,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,3,Qua,13:30,2,FLAVIA MALTA BRANCO,undef,undef,undef
ELE,2019 - I,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,3,Sex,13:30,2,FLAVIA MALTA BRANCO,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B1,26,Seg,10:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B1,26,Qua,10:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B1,26,Sex,10:30,2,CARLOS FELIPE LARDIZABAL RODRIGUES,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,4,Seg,15:30,2,SAMUEL VOLKWEIS LEITE,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,4,Qua,15:30,2,SAMUEL VOLKWEIS LEITE,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,4,Sex,15:30,2,SAMUEL VOLKWEIS LEITE,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Seg,18:30,2,JULIANE GOLUBINSKI CAPAVERDE,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Qua,18:30,2,JULIANE GOLUBINSKI CAPAVERDE,vale,Vale,undef
ELE,2019 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Sex,18:30,2,JULIANE GOLUBINSKI CAPAVERDE,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,3,Seg,8:30,2,RUDNEI DIAS DA CUNHA,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,3,Qua,8:30,2,RUDNEI DIAS DA CUNHA,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,3,Sex,8:30,2,RUDNEI DIAS DA CUNHA,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Seg,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Qua,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Sex,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,Z1,7,Sex,8:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO,undef,undef,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,Z2,5,Sex,10:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,Z4,4,Sex,18:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO,vale,Vale,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,Z5,2,Sex,8:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO,undef,undef,undef
ELE,2019 - I,MAT01169,CÁLCULO NUMÉRICO,6,Z7,9,Sex,15:30,2,DAGOBERTO ADRIANO RIZZOTTO JUSTO,undef,undef,undef
ELE,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,6,Ter,8:30,3,DARCI BARNECH CAMPANI,centro,Prédio Branco,0021
ELE,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,4,Qua,9:30,3,DARCI BARNECH CAMPANI,centro,Prédio Branco,0021
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Ter,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Ter,13:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,202
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Qui,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Ter,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Ter,15:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,202
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Qui,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Ter,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Qui,10:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,306
ELE,2019 - I,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Qui,13:30,2,HAMILTON DUARTE KLIMACH,centro,Eletro,202
ELE,2019 - I,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,14,Seg,13:30,2,ADALBERTO SCHUCK JUNIOR,centro,Eletro,202
ELE,2019 - I,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,14,Qua,13:30,2,ADALBERTO SCHUCK JUNIOR,centro,Eletro,303
ELE,2019 - I,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,14,Qua,13:30,2,ADALBERTO SCHUCK JUNIOR,centro,Eletro,303
ELE,2019 - I,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,14,Qua,15:30,2,ADALBERTO SCHUCK JUNIOR,centro,Eletro,202
ELE,2019 - I,INF01185,CONCEPÇÃO DE CIRCUITOS INTEGRADOS I,4,U,2,Ter,15:30,2,SERGIO BAMPI,vale,Vale,undef
ELE,2019 - I,INF01185,CONCEPÇÃO DE CIRCUITOS INTEGRADOS I,4,U,2,Qui,15:30,2,SERGIO BAMPI,vale,Vale,undef
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,9,Qua,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,9,Qui,13:30,2,Paulo Roberto Eckert,centro,Eletro,110
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,9,Sex,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,9,Qua,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,9,Qui,15:30,2,Paulo Roberto Eckert,centro,Eletro,110
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,9,Sex,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,9,Qua,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,9,Qui,8:30,2,Paulo Roberto Eckert,centro,Eletro,110
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,9,Sex,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,9,Qua,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,9,Qui,10:30,2,Paulo Roberto Eckert,centro,Eletro,110
ELE,2019 - I,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,9,Sex,8:30,2,Paulo Roberto Eckert,centro,Eletro,306
ELE,2019 - I,ENG04408,CONVERSÃO ELETROMECÂNICA DE ENERGIA II,6,A,9,Ter,8:30,2,LUIZ TIARAJU DOS REIS LOUREIRO,centro,Eletro,110
ELE,2019 - I,ENG04408,CONVERSÃO ELETROMECÂNICA DE ENERGIA II,6,A,9,Qua,8:30,2,LUIZ TIARAJU DOS REIS LOUREIRO,centro,Eletro,304
ELE,2019 - I,ENG04408,CONVERSÃO ELETROMECÂNICA DE ENERGIA II,6,A,9,Sex,8:30,2,LUIZ TIARAJU DOS REIS LOUREIRO,centro,Eletro,304
ELE,2019 - I,ENG04408,CONVERSÃO ELETROMECÂNICA DE ENERGIA II,6,B,9,Ter,10:30,2,LUIZ TIARAJU DOS REIS LOUREIRO,centro,Eletro,110
ELE,2019 - I,ENG04408,CONVERSÃO ELETROMECÂNICA DE ENERGIA II,6,B,9,Qua,8:30,2,LUIZ TIARAJU DOS REIS LOUREIRO,centro,Eletro,304
