Departament,semester,code,name,cred,class,vacancies,occupied,day,start,length,prof,campus,building,room
Eng.AMB,2025 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B1,2,1,Qua,10:30,2,JACQUES AVELINE LOUREIRO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B1,2,1,Sex,10:30,2,JACQUES AVELINE LOUREIRO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,2,8,Seg,15:30,2,DIEGO ECKHARD,vale,Vale,undef
Eng.AMB,2025 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,2,8,Qua,15:30,2,DIEGO ECKHARD,vale,Vale,undef
Eng.AMB,2025 - I,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D1,2,8,Sex,15:30,2,DIEGO ECKHARD,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,5,2,Seg,8:30,2,LEONARDO FERNANDES GUIDI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,5,2,Qua,8:30,2,LEONARDO FERNANDES GUIDI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,A1,5,2,Sex,8:30,2,LEONARDO FERNANDES GUIDI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,B1,2,0,Seg,10:30,2,FABIO SOUTO DE AZEVEDO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,B1,2,0,Qua,10:30,2,FABIO SOUTO DE AZEVEDO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,B1,2,0,Sex,10:30,2,FABIO SOUTO DE AZEVEDO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,1,Seg,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,1,Qua,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,1,Sex,15:30,2,ALVARO LUIZ DE BORTOLI,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,E1,3,0,Seg,18:30,2,ALVERI ALVES SANT ANA,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,E1,3,0,Qua,18:30,2,EVANDRO MANICA,vale,Vale,undef
Eng.AMB,2025 - I,MAT01169,CÁLCULO NUMÉRICO,6,E1,3,0,Sex,18:30,2,EVANDRO MANICA,vale,Vale,undef
Eng.AMB,2025 - I,GEO05013,CARTOGRAFIA GERAL I,4,U,3,1,Qui,18:30,4,GILBERTO GAGG,vale,Vale,undef
Eng.AMB,2025 - I,ENG02035,CIÊNCIAS DOS MATERIAIS E MEIO AMBIENTE,4,A,30,3,Seg,10:30,2,ALVARO MENEGUZZI,vale,Vale,undef
Eng.AMB,2025 - I,ENG02035,CIÊNCIAS DOS MATERIAIS E MEIO AMBIENTE,4,A,30,3,Qua,10:30,2,ALVARO MENEGUZZI,vale,Vale,undef
Eng.AMB,2025 - I,IPH01017,CLIMATOLOGIA AMBIENTAL I,4,U,15,21,Seg,15:30,2,ANDERSON LUIS RUHOFF,vale,Vale,undef
Eng.AMB,2025 - I,IPH01017,CLIMATOLOGIA AMBIENTAL I,4,U,15,21,Qua,15:30,2,ANDERSON LUIS RUHOFF,vale,Vale,undef
Eng.AMB,2025 - I,BIO02054,CONSERVAÇÃO E MANEJO DA BIODIVERSIDADE VEGETAL BRASILEIRA,4,U,20,2,Qui,13:30,4,RODRIGO BUSTOS SINGER,vale,Vale,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,E,0,0,Ter,13:30,2,FABIO BONI,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,E,0,0,Qui,13:30,2,FABIO BONI,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,EE,7,3,Ter,13:30,2,Mariana Pohlmann de Oliveira,undef,undef,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,EE,7,3,Qui,13:30,2,Mariana Pohlmann de Oliveira,undef,undef,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,I,3,4,Ter,15:30,2,ELISA GUERRA ASHTON EICHENBERG,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03318,DESENHO TÉCNICO I-A,4,I,3,4,Qui,15:30,2,ELISA GUERRA ASHTON EICHENBERG,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,AA,1,4,Ter,10:30,2,GEÍSA GAIGER DE OLIVEIRA,undef,undef,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,AA,1,4,Qui,10:30,2,GEÍSA GAIGER DE OLIVEIRA,undef,undef,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,B,1,1,Ter,15:30,2,GEÍSA GAIGER DE OLIVEIRA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,B,1,1,Qui,15:30,2,GEÍSA GAIGER DE OLIVEIRA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,C,1,1,Qua,7:30,2,MAURICIO MOREIRA E SILVA BERNARDES,undef,undef,undef
Eng.AMB,2025 - I,ARQ03319,DESENHO TÉCNICO II-A,4,C,1,1,Sex,7:30,2,MAURICIO MOREIRA E SILVA BERNARDES,undef,undef,undef
Eng.AMB,2025 - I,IPH02220,"DIAGNÓSTICO, AVALIAÇÃO E CONTROLE DE IMPACTOS AMBIENTAIS",4,A,9,1,Sex,8:30,4,FERNANDO MAINARDI FAN,vale,Vale,undef
Eng.AMB,2025 - I,IPH02220,"DIAGNÓSTICO, AVALIAÇÃO E CONTROLE DE IMPACTOS AMBIENTAIS",4,B,5,4,Sex,13:30,4,FERNANDO MAINARDI FAN,vale,Vale,undef
Eng.AMB,2025 - I,ENG02040,ECODESIGN,2,A,6,0,Ter,15:30,2,ALVARO MENEGUZZI,centro,Prédio Branco,041
Eng.AMB,2025 - I,IPH02022,ECOLOGIA APLICADA À ENGENHARIA,4,A,25,11,Seg,15:30,2,LÚCIA HELENA RIBEIRO RODRIGUES,vale,Vale,undef
Eng.AMB,2025 - I,IPH02022,ECOLOGIA APLICADA À ENGENHARIA,4,A,25,11,Qua,15:30,2,LÚCIA HELENA RIBEIRO RODRIGUES,vale,Vale,undef
Eng.AMB,2025 - I,IPH02008,ECOTECNOLOGIA,4,U,6,3,Ter,13:30,4,DAVID MANUEL LELINHO DA MOTTA MARQUES,vale,Vale,undef
Eng.AMB,2025 - I,BIO11434,ECOTOXICOLOGIA E BIOINDICAÇÃO,3,U,5,7,Qui,9:30,3,LUCIANE OLIVEIRA CROSSETTI,vale,Vale,undef
Eng.AMB,2025 - I,DIR01014,ELEMENTOS DE DIREITO AMBIENTAL,3,U,30,6,Seg,18:30,3,MARCUS VINICIUS AGUIAR MACEDO,centro,Arquitetura,undef
Eng.AMB,2025 - I,ENG10030,ELETRICIDADE E INSTRUMENTAÇÃO,4,U,20,14,Ter,10:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,034
Eng.AMB,2025 - I,ENG10030,ELETRICIDADE E INSTRUMENTAÇÃO,4,U,20,14,Qui,10:30,2,BIBIANA MAITÊ PETRY FERRAZ,centro,Prédio Branco,034
Eng.AMB,2025 - I,ENG03074,ENERGIA SOLAR FOTOVOLTAICA,4,U,2,3,Qui,7:30,3,CRISSIANE ALVES ANCINES,centro,Mecânica,307
Eng.AMB,2025 - I,ENG03074,ENERGIA SOLAR FOTOVOLTAICA,4,U,2,3,Sex,7:30,1,CRISSIANE ALVES ANCINES,centro,Mecânica,303
Eng.AMB,2025 - I,ADM01135,ENGENHARIA ECONÔMICA E AVALIAÇÕES,2,A,3,3,Qua,18:30,2,TIAGO PASCOAL FILOMENA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ADM01135,ENGENHARIA ECONÔMICA E AVALIAÇÕES,2,B,1,0,Sex,18:30,2,TIAGO PASCOAL FILOMENA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ADM01135,ENGENHARIA ECONÔMICA E AVALIAÇÕES,2,C,2,1,Qua,20:30,2,TIAGO PASCOAL FILOMENA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ADM01135,ENGENHARIA ECONÔMICA E AVALIAÇÕES,2,D,3,0,Sex,20:30,2,TIAGO PASCOAL FILOMENA,centro,Eng. nova,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,B1,6,0,Seg,10:30,2,ARTHUR MIRANDA DO ESPIRITO SANTO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,B1,6,0,Qua,10:30,2,ARTHUR MIRANDA DO ESPIRITO SANTO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,B1,6,0,Sex,10:30,2,ARTHUR MIRANDA DO ESPIRITO SANTO,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,C1,2,12,Seg,13:30,2,MATHEUS CORREIA DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,C1,2,12,Qua,13:30,2,MATHEUS CORREIA DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,C1,2,12,Sex,13:30,2,MATHEUS CORREIA DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,E1,2,8,Seg,18:30,2,JOSUÉ KNORST,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,E1,2,8,Qua,18:30,2,JOSUÉ KNORST,vale,Vale,undef
Eng.AMB,2025 - I,MAT01167,EQUAÇÕES DIFERENCIAIS II,6,E1,2,8,Sex,18:30,2,JOSUÉ KNORST,vale,Vale,undef
Eng.AMB,2025 - I,ENG07031,FENÔMENOS DE TRANSPORTE,4,V,15,8,Seg,16:30,2,EDSON CORDEIRO DO VALLE,undef,undef,undef
Eng.AMB,2025 - I,ENG07031,FENÔMENOS DE TRANSPORTE,4,V,15,8,Qua,16:30,2,EDSON CORDEIRO DO VALLE,undef,undef,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,A,1,1,Seg,8:30,2,Anderson Thesing,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,A,1,1,Qua,8:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,A,1,1,Sex,8:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,AA,3,1,Seg,8:30,2,Anderson Thesing,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,AA,3,1,Qua,8:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,AA,3,1,Sex,8:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,B,2,0,Seg,8:30,2,JOSE HENRIQUE RODRIGUES DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,B,2,0,Qua,8:30,2,SABRINA NICOLODI DE OLIVEIRA VIEGAS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,B,2,0,Sex,8:30,2,SABRINA NICOLODI DE OLIVEIRA VIEGAS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,DD,1,2,Seg,10:30,2,JOSE HENRIQUE RODRIGUES DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,DD,1,2,Qua,10:30,2,JOSE HENRIQUE RODRIGUES DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,DD,1,2,Sex,10:30,2,JOSE HENRIQUE RODRIGUES DOS SANTOS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,G,1,8,Seg,13:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,G,1,8,Qua,13:30,2,SHERDIL KHAN,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,G,1,8,Sex,13:30,2,SHERDIL KHAN,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,JJ,1,0,Seg,15:30,2,CRISTIANO KRUG,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,JJ,1,0,Qua,15:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,JJ,1,0,Sex,15:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,K,1,2,Seg,15:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,K,1,2,Qua,15:30,2,RUBEM ERICHSEN JUNIOR,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,K,1,2,Sex,15:30,2,RUBEM ERICHSEN JUNIOR,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,LL,1,2,Seg,18:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,LL,1,2,Qua,18:30,2,ROGERIO LUIS MALTEZ,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,LL,1,2,Sex,18:30,2,ROGERIO LUIS MALTEZ,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,MM,1,2,Seg,20:30,2,Marcus Vinicius Castegnaro,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,MM,1,2,Qua,20:30,2,ROGERIO LUIS MALTEZ,vale,Vale,undef
Eng.AMB,2025 - I,FIS01182,FÍSICA GERAL - ELETROMAGNETISMO,6,MM,1,2,Sex,20:30,2,ROGERIO LUIS MALTEZ,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,A3,1,1,Seg,8:30,2,CRISTIAN BONATTO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,A3,1,1,Qua,8:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,A3,1,1,Sex,8:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,E1,1,0,Seg,10:30,2,ANTONIO ENDLER,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,E1,1,0,Qua,10:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,E1,1,0,Sex,10:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,H1,1,1,Seg,13:30,2,ALEXANDRE DA CAS VIEGAS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,H1,1,1,Qua,13:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,H1,1,1,Sex,13:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J1,0,0,Seg,15:30,2,ALEXANDRE DA CAS VIEGAS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J1,0,0,Qua,15:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J1,0,0,Sex,15:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J2,4,1,Seg,15:30,2,ALEXANDRE DA CAS VIEGAS,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J2,4,1,Qua,15:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,J2,4,1,Sex,15:30,2,LEANDRO LANGIE ARAUJO,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,M3,2,0,Seg,18:30,2,CÉSAR AUGUSTO BERNARDES,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,M3,2,0,Qua,18:30,2,GEOVANE NAYSINGER,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,M3,2,0,Sex,18:30,2,GEOVANE NAYSINGER,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P2,1,0,Seg,20:30,2,GEOVANE NAYSINGER,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P2,1,0,Qua,20:30,2,ROBERTO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P2,1,0,Sex,20:30,2,ROBERTO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P3,1,0,Seg,20:30,2,GEOVANE NAYSINGER,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P3,1,0,Qua,20:30,2,ROBERTO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,FIS01181,FÍSICA I-C,6,P3,1,0,Sex,20:30,2,ROBERTO DA SILVA,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,A,4,7,Seg,8:30,2,PAULO AUGUSTO NETZ,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,A,4,7,Qua,8:30,2,PAULO AUGUSTO NETZ,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,B,10,9,Ter,10:30,2,DEBORAH PINHEIRO DICK,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,B,10,9,Qui,10:30,2,DEBORAH PINHEIRO DICK,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,E,4,5,Ter,18:30,2,PAULO FERNANDO BRUNO GONCALVES,vale,Vale,undef
Eng.AMB,2025 - I,QUI03309,FÍSICO-QUÍMICA I - B,4,E,4,5,Sex,20:30,2,PAULO FERNANDO BRUNO GONCALVES,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,A,5,2,Ter,8:30,2,TIAGO FALCADE,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,A,5,2,Qui,8:30,2,TIAGO FALCADE,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,B,5,2,Qua,8:30,2,ALEXANDRE HAHN ENGLERT,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,B,5,2,Sex,8:30,2,ALEXANDRE HAHN ENGLERT,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,C,5,0,Ter,18:30,2,ALEXANDRE HAHN ENGLERT,vale,Vale,undef
Eng.AMB,2025 - I,QUI03313,FÍSICO-QUÍMICA II-A,4,C,5,0,Sex,18:30,2,ALEXANDRE HAHN ENGLERT,vale,Vale,undef
Eng.AMB,2025 - I,IPH02057,FUNDAMENTOS DA FÍSICA DO SOLO,2,A,8,2,Seg,8:30,2,MASATO KOBIYAMA,vale,Vale,undef
Eng.AMB,2025 - I,ENG03055,FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA DO TRABALHO - ELE,2,A,1,6,Seg,13:30,2,SERGIO VICOSA MOLLER,centro,Mecânica,304
Eng.AMB,2025 - I,ENG03055,FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA DO TRABALHO - ELE,2,B,5,8,Seg,10:30,2,SERGIO VICOSA MOLLER,centro,Mecânica,304
Eng.AMB,2025 - I,GEO03030,FUNDAMENTOS DE GEOLOGIA MARINHA E COSTEIRA,4,U,10,10,Ter,15:30,4,AMANDA GOULART RODRIGUES,vale,Vale,undef
Eng.AMB,2025 - I,ENG05033,GEOESTATÍSTICA AMBIENTAL,2,V,15,13,Sex,10:30,2,MARCEL ANTONIO ARCARI BASSANI,vale,Vale,undef
Eng.AMB,2025 - I,ENG05023,GEOLOGIA DE ENGENHARIA AMBIENTAL I,2,A,25,27,Seg,10:30,2,MARCEL ANTONIO ARCARI BASSANI,vale,Vale,undef
Eng.AMB,2025 - I,ENG05101,GEOLOGIA DE ENGENHARIA I,3,B,1,1,Seg,13:30,3,ENRIQUE MUNARETTI,vale,Vale,undef
Eng.AMB,2025 - I,ENG05101,GEOLOGIA DE ENGENHARIA I,3,C,2,1,Ter,7:30,3,ENRIQUE MUNARETTI,vale,Vale,undef
Eng.AMB,2025 - I,ENG05101,GEOLOGIA DE ENGENHARIA I,3,D,10,0,Qui,13:30,3,VANESSA CERQUEIRA KOPPE,vale,Vale,undef
Eng.AMB,2025 - I,ENG05101,GEOLOGIA DE ENGENHARIA I,3,E,8,3,Qua,7:30,3,JORGE DARIANO GAVRONSKI,vale,Vale,undef
Eng.AMB,2025 - I,ARQ03317,GEOMETRIA DESCRITIVA II-A,2,B,1,0,Seg,13:30,2,JOSE LUIS FARINATTI AYMONE,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03317,GEOMETRIA DESCRITIVA II-A,2,HH,1,1,Qua,7:30,2,CLARIANA FISCHER BRENDLER,undef,undef,undef
Eng.AMB,2025 - I,ARQ03317,GEOMETRIA DESCRITIVA II-A,2,JJ,1,4,Qui,17:30,2,TANIA LUISA KOLTERMANN DA SILVA,centro,Eng. nova,undef
Eng.AMB,2025 - I,ARQ03317,GEOMETRIA DESCRITIVA II-A,2,N,2,4,Seg,18:30,2,ALEXANDRE MONTEIRO DE BARROS,centro,Eng. nova,undef
Eng.AMB,2025 - I,ENG01030,GEOTECNOLOGIA AMBIENTAL - A,3,B,20,7,Sex,13:30,3,PATRICIA RODRIGUES FALCAO,centro,Eng. nova,undef
Eng.AMB,2025 - I,IPH02028,GERENCIAMENTO AMBIENTAL NA INDÚSTRIA,3,A,30,6,Qua,9:30,3,LOUIDI LAUER ALBORNOZ,vale,Vale,undef
Eng.AMB,2025 - I,IPH01014,GERENCIAMENTO DA DRENAGEM URBANA,4,U,3,3,Sex,13:30,4,FERNANDO DORNELLES,centro,Arquitetura,undef
Eng.AMB,2025 - I,IPH01041,GERENCIAMENTO DE AQUÍFEROS,3,U,10,0,Qui,8:30,3,PEDRO ANTONIO ROEHE REGINATO,vale,Vale,undef
Eng.AMB,2025 - I,IPH02068,GERENCIAMENTO DE DESASTRES NATURAIS,2,A,10,0,Seg,10:30,2,MASATO KOBIYAMA,vale,Vale,undef
Eng.AMB,2025 - I,ENG09028,GESTÃO AMBIENTAL,2,A,2,2,Seg,18:30,2,ÂNGELA DE MOURA FERREIRA DANILEVICZ,centro,Eng. nova,undef
Eng.AMB,2025 - I,ENG03033,GESTÃO AMBIENTAL PARA ENGENHARIA,4,A,2,2,Qui,15:30,4,DARCI BARNECH CAMPANI,centro,Mecânica,303
Eng.AMB,2025 - I,IPH01001,HIDRÁULICA À SUPERFÍCIE LIVRE,4,U,8,1,Seg,13:30,2,RAFAEL MANICA,vale,Vale,undef
Eng.AMB,2025 - I,IPH01001,HIDRÁULICA À SUPERFÍCIE LIVRE,4,U,8,1,Qua,13:30,2,RAFAEL MANICA,vale,Vale,undef
Eng.AMB,2025 - I,IPH01006,HIDRAULICA DE CANAIS A FUNDO MÓVEL,4,U,1,1,Ter,8:30,4,ANA LUIZA DE OLIVEIRA BORGES,vale,Vale,undef
Eng.AMB,2025 - I,IPH01021,HIDROGEOLOGIA GERAL,4,U,16,8,Ter,15:30,2,TIAGO DE VARGAS,vale,Vale,undef
Eng.AMB,2025 - I,IPH01021,HIDROGEOLOGIA GERAL,4,U,16,8,Qui,15:30,2,TIAGO DE VARGAS,vale,Vale,undef
Eng.AMB,2025 - I,IPH01019,HIDROLOGIA I,4,U,12,8,Ter,15:30,2,WALTER COLLISCHONN,vale,Vale,undef
Eng.AMB,2025 - I,IPH01019,HIDROLOGIA I,4,U,12,8,Qui,15:30,2,WALTER COLLISCHONN,vale,Vale,undef
Eng.AMB,2025 - I,IPH01020,HIDROLOGIA II,4,U,15,9,Qua,8:30,4,WALTER COLLISCHONN,vale,Vale,undef
Eng.AMB,2025 - I,IPH02069,INSPEÇÃO E SEGURANÇA DE BARRAGENS,3,A,3,0,Ter,13:30,3,EDER DANIEL TEIXEIRA,vale,Vale,undef
Eng.AMB,2025 - I,IPH02209,INSTALAÇÕES HIDRO-SANITÁRIAS,4,A,5,0,Seg,10:30,2,Fernando Jorge Correa Magalhães Filho,vale,Vale,undef
Eng.AMB,2025 - I,IPH02209,INSTALAÇÕES HIDRO-SANITÁRIAS,4,A,5,0,Qua,10:30,2,Fernando Jorge Correa Magalhães Filho,vale,Vale,undef
Eng.AMB,2025 - I,IPH02209,INSTALAÇÕES HIDRO-SANITÁRIAS,4,B,5,0,Seg,15:30,2,Fernando Jorge Correa Magalhães Filho,vale,Vale,undef
Eng.AMB,2025 - I,IPH02209,INSTALAÇÕES HIDRO-SANITÁRIAS,4,B,5,0,Qua,15:30,2,Fernando Jorge Correa Magalhães Filho,vale,Vale,undef
Eng.AMB,2025 - I,IPH01032,INSTRUMENTAÇÃO E HIDROMETRIA,4,U,5,0,Seg,13:30,2,FERNANDO DORNELLES,vale,Vale,undef
