Departament,semester,Atividades de Ensino.1,Atividades de Ensino.2,Créditos,Turmas,Vagas Oferecidas,Horários Locais.1,Horários Locais.2.1,Horários Locais.2.2,Professores
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,B,1,centro,Eletro,306,Prof. Elet.
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,B,1,Qui,10:30,2,Guilherme Nicol
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,B,1,centro,Eletro,200,Guilherme Nicol
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,C,3,Ter,17:30,2,Paulo Francisco Butzen
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,C,3,centro,Eletro,306,Prof. Elet.
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,C,3,Qui,13:30,2,Guilherme Nicol
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,C,3,centro,Eletro,200,Guilherme Nicol
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,D,12,Ter,17:30,2,Paulo Francisco Butzen
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,D,12,centro,Eletro,306,Prof. Elet.
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,D,12,Qui,15:30,2,Guilherme Nicol
DELET,2022 - I,ENG04080,INTRODUÇÃO À ENGENHARIA ELÉTRICA - B,4,D,12,centro,Eletro,200,Guilherme Nicol
DELET,2022 - I,ENG04438,MICROONDAS I,4,U,10,Seg,17:30,2,Giovani Bulla
DELET,2022 - I,ENG04438,MICROONDAS I,4,U,10,undef,undef,undef,Giovani Bulla
DELET,2022 - I,ENG04438,MICROONDAS I,4,U,10,Qua,17:30,2,Giovani Bulla
DELET,2022 - I,ENG04438,MICROONDAS I,4,U,10,undef,undef,undef,Giovani Bulla
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,A,10,Seg,13:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,A,10,centro,Eletro,306,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,A,10,Sex,10:30,2,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,A,10,centro,Eletro,305,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,B,10,Seg,13:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,B,10,centro,Eletro,306,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,B,10,Sex,13:30,2,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,B,10,centro,Eletro,305,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,C,10,Seg,13:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,C,10,centro,Eletro,306,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,C,10,Sex,15:30,2,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,C,10,centro,Eletro,305,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,D,12,Seg,13:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,D,12,centro,Eletro,306,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,D,12,Sex,17:30,2,Paulo Francisco Butzen
DELET,2022 - I,ENG04475,MICROPROCESSADORES I,5,D,12,centro,Eletro,305,Paulo Francisco Butzen
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,A,10,Ter,17:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,A,10,centro,Eletro,304,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,A,10,Qua,18:30,2,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,A,10,centro,Eletro,305,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,B,10,Ter,17:30,3,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,B,10,centro,Eletro,304,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,B,10,Qua,20:30,2,RONALDO HUSEMANN
DELET,2022 - I,ENG04476,MICROPROCESSADORES II,5,B,10,centro,Eletro,305,RONALDO HUSEMANN
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,Ter,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,Qua,13:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,centro,Eletro,305,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,Qui,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,A,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,Ter,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,Qua,15:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,centro,Eletro,305,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,Qui,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,B,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,Seg,15:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,centro,Eletro,305,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,Ter,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,Qui,10:30,2,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04404,ONDAS ELETROMAGNÉTICAS,6,C,12,centro,Eletro,306,ROGER PIZZATO NUNES
DELET,2022 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,40,Ter,10:30,2,Ivan Müller
DELET,2022 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,40,centro,Eletro,304,Ivan Müller
DELET,2022 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,40,Qui,10:30,2,Ivan Müller
DELET,2022 - I,ENG04434,PRINCÍPIOS DE COMUNICAÇÃO,4,U,40,centro,Eletro,304,Ivan Müller
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,Seg,10:30,2,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,centro,Eletro,303,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,Qua,10:30,2,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,centro,Eletro,303,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,Sex,10:30,2,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04073,SISTEMAS DE CONTROLE ELETROELETRÔNICOS,6,U,32,centro,Eletro,303,JEFERSON VIEIRA FLORES
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,A,12,Ter,15:30,2,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,A,12,centro,Eletro,305,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,A,12,Qui,17:30,3,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,A,12,centro,Eletro,304,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,B,12,Ter,17:30,2,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,B,12,centro,Eletro,305,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,B,12,Qui,17:30,3,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04461,SISTEMAS DIGITAIS,5,B,12,centro,Eletro,304,TIAGO ROBERTO BALEN
DELET,2022 - I,ENG04458,TELEFONIA A,4,U,15,Seg,18:30,2,ROGER PIERRE FABRIS HOEFEL
DELET,2022 - I,ENG04458,TELEFONIA A,4,U,15,centro,Eletro,306,ROGER PIERRE FABRIS HOEFEL
DELET,2022 - I,ENG04458,TELEFONIA A,4,U,15,Qua,18:30,2,ROGER PIERRE FABRIS HOEFEL
DELET,2022 - I,ENG04458,TELEFONIA A,4,U,15,centro,Eletro,306,ROGER PIERRE FABRIS HOEFEL
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,Ter,10:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,Qui,10:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,Sex,13:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,A,10,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,Ter,10:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,Qui,10:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,Sex,15:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,B,10,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,Ter,10:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,Qui,10:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,Sex,17:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,C,8,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,Ter,10:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,Qui,10:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,Sex,10:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04074,TEORIA DE CIRCUITOS I,6,D,8,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,Ter,8:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,centro,11101,undef,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,Ter,13:30,2,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,centro,Eletro,201,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,Qui,8:30,2,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,A,10,centro,11101,undef,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,Ter,8:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,Ter,15:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,Qui,8:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,B,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,Ter,8:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,centro,11101,undef,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,Qui,8:30,2,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,centro,11101,undef,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,Qui,13:30,2,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,C,8,centro,Eletro,201,Ben Hur Bandeira Boff
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,Ter,8:30,2,ALEXANDRE AMBROZI JUNQUEIRA
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,Qui,8:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,centro,11101,undef,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,Qui,15:30,2,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04076,TEORIA DE CIRCUITOS II,6,D,8,centro,Eletro,201,MAICON JADERSON SILVEIRA RAMOS
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,Seg,10:30,2,Giovani Bulla
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,centro,Eletro,304,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,Qua,10:30,2,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,centro,Eletro,304,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,Sex,10:30,2,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,A,21,centro,Eletro,304,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,Seg,10:30,2,Giovani Bulla
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,centro,Eng. nova,undef,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,Qua,10:30,2,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,centro,Eng. nova,undef,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,Sex,10:30,2,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04454,TEORIA ELETROMAGNÉTICA APLICADA A,6,B,21,centro,Eng. nova,undef,RAPHAEL MARTINS BRUM
DELET,2022 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,30,Seg,17:30,2,Guilherme Nicol
DELET,2022 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,30,centro,Eletro,304,Guilherme Nicol
DELET,2022 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,30,Qua,17:30,2,Guilherme Nicol
DELET,2022 - I,ENG04010,TEORIA ELETROMAGNÉTICA E ONDAS,4,U,30,centro,Eletro,304,Guilherme Nicol
DELET,2022 - I,ENG04019,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO I,4,U,10,Ter,18:30,2,ALEXANDRE BALBINOT
DELET,2022 - I,ENG04019,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO I,4,U,10,undef,undef,undef,ALEXANDRE BALBINOT
DELET,2022 - I,ENG04019,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO I,4,U,10,Qui,18:30,2,ALEXANDRE BALBINOT
DELET,2022 - I,ENG04019,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO I,4,U,10,undef,undef,undef,ALEXANDRE BALBINOT
DELET,2022 - I,ENG04026,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO II,2,U,10,Seg,10:30,2,ALEXANDRE BALBINOT
DELET,2022 - I,ENG04026,TÓPICOS ESPECIAIS EM INSTRUMENTAÇÃO II,2,U,10,undef,undef,undef,Tiago Oliveira Weber
DEMEC,2019 - I,ENG03015,ACÚSTICA APLICADA,2,A,35,Ter,7:30,2,Quis
DEMEC,2019 - I,ENG03015,ACÚSTICA APLICADA,2,A,35,centro,Arquitetura,undef,Quis
DEMEC,2019 - I,ENG03015,ACÚSTICA APLICADA,2,B,35,Qui,13:30,2,LETICIA FLECK FADEL MIGUEL
DEMEC,2019 - I,ENG03015,ACÚSTICA APLICADA,2,B,35,centro,Arquitetura,undef,LETICIA FLECK FADEL MIGUEL
DEMEC,2019 - I,ENG03075,ANÁLISE DE ENERGIA EM EDIFICAÇÕES,4,U,20,Sex,8:30,4,LETICIA JENISCH RODRIGUES
DEMEC,2019 - I,ENG03075,ANÁLISE DE ENERGIA EM EDIFICAÇÕES,4,U,20,centro,11209,undef,LETICIA JENISCH RODRIGUES
DEMEC,2019 - I,ENG03059,ANÁLISE DE RISCOS INDUSTRIAIS E AMBIENTAIS,3,U,29,Seg,15:30,3,THAMY CRISTINA HAYASHI
DEMEC,2019 - I,ENG03059,ANÁLISE DE RISCOS INDUSTRIAIS E AMBIENTAIS,3,U,29,centro,Mecânica,304,THAMY CRISTINA HAYASHI
DEMEC,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,34,Ter,8:30,3,DARCI BARNECH CAMPANI
DEMEC,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,34,centro,11209,undef,SIMONE RAMIRES
DEMEC,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,31,Qua,9:30,3,DARCI BARNECH CAMPANI
DEMEC,2019 - I,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,31,centro,11209,undef,SIMONE RAMIRES
DEMEC,2019 - I,ENG03016,CLIMATIZAÇÃO ARTIFICIAL - ARQUITETURA,2,U,40,Sex,8:30,2,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03016,CLIMATIZAÇÃO ARTIFICIAL - ARQUITETURA,2,U,40,centro,Arquitetura,undef,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,A,32,Ter,16:30,2,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,A,32,centro,Mecânica,304,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,A,32,Qui,16:30,2,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,A,32,centro,Mecânica,304,CIRILO SEPPI BRESOLIN
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,B,37,Seg,16:30,2,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,B,37,centro,Mecânica,403,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,B,37,Qua,16:30,2,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03112,CLIMATIZAÇÃO II,4,B,37,centro,Mecânica,403,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03079,COMBUSTÃO APLICADA,3,A,20,Ter,9:30,3,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03079,COMBUSTÃO APLICADA,3,A,20,centro,11209,undef,Andrés Armando Mendiburu Zevallos
DEMEC,2019 - I,ENG03077,COMBUSTÍVEIS,4,U,35,Qua,10:30,2,PAULO SMITH SCHNEIDER
DEMEC,2019 - I,ENG03077,COMBUSTÍVEIS,4,U,35,centro,Mecânica,304,PAULO SMITH SCHNEIDER
DEMEC,2019 - I,ENG03077,COMBUSTÍVEIS,4,U,35,Sex,10:30,2,PAULO SMITH SCHNEIDER
DEMEC,2019 - I,ENG03077,COMBUSTÍVEIS,4,U,35,centro,Mecânica,304,PAULO SMITH SCHNEIDER
DEMEC,2019 - I,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,Seg,8:30,2,JOSE ANTONIO ESMERIO MAZZAFERRO
DEMEC,2019 - I,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,centro,Mecânica,403,JOSE ANTONIO ESMERIO MAZZAFERRO
DEMEC,2019 - I,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,Qua,8:30,2,JOSE ANTONIO ESMERIO MAZZAFERRO
DEMEC,2019 - I,ENG03324,COMPONENTES MECÂNICOS I,4,U,50,centro,Mecânica,403,JOSE ANTONIO ESMERIO MAZZAFERRO
DEMEC,2019 - I,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,Seg,8:30,2,NEY FRANCISCO FERREIRA
DEMEC,2019 - I,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,centro,11209,undef,NEY FRANCISCO FERREIRA
DEMEC,2019 - I,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,Qua,8:30,2,NEY FRANCISCO FERREIRA
DEMEC,2019 - I,ENG03325,COMPONENTES MECÂNICOS II,4,U,50,centro,11209,undef,NEY FRANCISCO FERREIRA
DEMEC,2019 - I,ENG03046,CONTROLE DE SISTEMAS FLUÍDO-MECÂNICOS,4,U,20,Seg,16:30,2,MÁRIO ROLAND SOBCZYK SOBRINHO
DEMEC,2019 - I,ENG03046,CONTROLE DE SISTEMAS FLUÍDO-MECÂNICOS,4,U,20,centro,11209,undef,MÁRIO ROLAND SOBCZYK SOBRINHO
DEMEC,2019 - I,ENG03046,CONTROLE DE SISTEMAS FLUÍDO-MECÂNICOS,4,U,20,Sex,16:30,2,MÁRIO ROLAND SOBCZYK SOBRINHO
DEMEC,2019 - I,ENG03046,CONTROLE DE SISTEMAS FLUÍDO-MECÂNICOS,4,U,20,centro,11209,undef,MÁRIO ROLAND SOBCZYK SOBRINHO
DEMEC,2019 - I,ENG03019,CONTROLE DIMENSIONAL B,3,U,20,Qui,9:30,3,CINTIA CRISTIANE PETRY MAZZAFERRO
DEMEC,2019 - I,ENG03019,CONTROLE DIMENSIONAL B,3,U,20,centro,11209,undef,CINTIA CRISTIANE PETRY MAZZAFERRO
DEMEC,2019 - I,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,C,40,Seg,10:30,2,EDUARDO ANDRE PERONDI
DEMEC,2019 - I,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,C,40,centro,Mecânica,302,EDUARDO ANDRE PERONDI
DEMEC,2019 - I,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,C,40,Qua,10:30,2,EDUARDO ANDRE PERONDI
DEMEC,2019 - I,ENG03331,CONTROLES FLUÍDO-MECÂNICOS,4,C,40,centro,Mecânica,302,EDUARDO ANDRE PERONDI
DEMEC,2019 - I,ENG03028,DINÂMICA DE MÁQUINAS,3,U,21,Seg,15:30,3,WALTER JESUS PAUCAR CASAS
DEMEC,2019 - I,ENG03028,DINÂMICA DE MÁQUINAS,3,U,21,centro,Mecânica,302,WALTER JESUS PAUCAR CASAS
DEMEC,2019 - I,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,32,Qua,16:30,2,Felipe Tempel Stumpf
DEMEC,2019 - I,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,32,centro,Eng. nova,undef,Felipe Tempel Stumpf
DEMEC,2019 - I,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,32,Sex,16:30,2,Felipe Tempel Stumpf
DEMEC,2019 - I,ENG03002,ELEMENTOS FINITOS EM MECÂNICA DOS SÓLIDOS,4,U,32,centro,Eng. nova,undef,Felipe Tempel Stumpf
