Departament,semester,Atividades de Ensino.1,Atividades de Ensino.2,Créditos,Turmas,Vagas Oferecidas,Horários Locais.1,Horários Locais.2.1,Horários Locais.2.2,Professores
ELE,2019 - II,ENG04032,ANÁLISE DE CIRCUITOS III,6,C,12,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,Ter,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,Qui,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04444,ANÁLISE DE SISTEMAS DE POTÊNCIA,4,U,40,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,Seg,7:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,Qua,13:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,A,8,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,Seg,7:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,Qua,14:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,B,8,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,Seg,7:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,Qua,15:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,C,8,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,D,8,Seg,7:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,D,8,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,D,8,Qua,16:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,D,8,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,E,8,Seg,7:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,E,8,centro,Eletro,304,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,E,8,Qua,17:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04460,APLICAÇÕES INDUSTRIAIS DA ELETRÔNICA,4,E,8,centro,Eletro,110,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,37,Ter,15:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,37,centro,Eletro,303,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,37,Sáb,9:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,A,37,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,B,40,Qui,15:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,B,40,centro,Eletro,303,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,B,40,Sáb,9:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,B,40,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,C,3,Sáb,8:30,1,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,C,3,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,C,3,Sáb,9:30,3,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG04079,APRENDIZAGEM AUTÔNOMA I,4,C,3,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,IPH02009,APROVEITAMENTOS HIDROELÉTRICOS,4,U,5,Ter,8:30,4,KELLY LISSANDRA BRUCH
ELE,2019 - II,IPH02009,APROVEITAMENTOS HIDROELÉTRICOS,4,U,5,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,Seg,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,Qua,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,Sex,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,B1,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,Seg,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,Qua,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,Sex,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D1,2,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,Seg,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,Qua,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,Sex,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,D2,6,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Seg,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Qua,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,Sex,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,E1,0,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,Seg,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,Qua,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,Sex,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z2,4,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,Seg,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,Qua,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,Sex,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01353,CÁLCULO E GEOMETRIA ANALÍTICA I - A,6,Z3,2,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,Seg,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,Qua,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,Sex,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A1,8,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,Seg,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,Qua,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,Sex,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,A2,21,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,Seg,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,Qua,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,Sex,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,B2,15,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,Seg,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,Qua,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,Sex,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,D2,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Seg,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Qua,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,Sex,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01354,CÁLCULO E GEOMETRIA ANALÍTICA II - A,6,E1,4,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,Seg,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,Qua,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,Sex,8:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,A1,9,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Seg,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Qua,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,Sex,15:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,D1,1,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z2,9,Sex,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z2,9,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z3,9,Sex,13:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z3,9,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z5,1,Sex,18:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z5,1,vale,Vale,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z7,1,Sex,10:30,2,KELLY LISSANDRA BRUCH
ELE,2019 - II,MAT01169,CÁLCULO NUMÉRICO,6,Z7,1,undef,undef,undef,KELLY LISSANDRA BRUCH
ELE,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,1,Ter,8:30,3,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,A,1,centro,11209,undef,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,2,Qua,8:30,3,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG03010,"CIÊNCIA, TECNOLOGIA E AMBIENTE",3,B,2,vale,Vale,undef,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Ter,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Ter,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,Qui,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,A,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Ter,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Ter,15:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,Qui,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,B,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Ter,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Qui,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,Qui,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04077,CIRCUITOS ELETRÔNICOS I,6,C,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,12,Seg,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,12,Qua,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,A,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,B,12,Seg,15:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,B,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,B,12,Qua,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,B,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,12,Qua,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,12,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,12,Qua,15:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04078,CIRCUITOS ELETRÔNICOS II,4,C,12,centro,Eletro,202,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04068,COMUNICAÇÃO SEM FIO,4,U,20,Seg,18:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04068,COMUNICAÇÃO SEM FIO,4,U,20,centro,Eletro,304,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04068,COMUNICAÇÃO SEM FIO,4,U,20,Qua,18:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04068,COMUNICAÇÃO SEM FIO,4,U,20,centro,Eletro,304,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,Qua,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,Qui,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,centro,Eletro,110,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,Sex,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,A,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,Qua,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,Qui,10:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,centro,Eletro,110,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,Sex,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,B,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,Qua,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,Qui,13:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,centro,Eletro,110,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,Sex,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,C,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,Qua,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,centro,Eletro,306,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,Qui,15:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,centro,Eletro,110,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,Sex,8:30,2,DARCI BARNECH CAMPANI
ELE,2019 - II,ENG04407,CONVERSÃO ELETROMECÂNICA DE ENERGIA I,6,D,8,centro,Eletro,306,DARCI BARNECH CAMPANI
